NAME,RESTAURANT NAME,CALORIES,CATEGORY,PRICE ,ALLERGENS 1,ALLERGENS 2,ALLERGENS 3,ALLERGENS 4,ALLERGENS 5,ALLERGENS 6,ALLERGENS 7,ALLERGENS 8,ALLERGENS 9,ALLERGENS 10,SIMPLE NAME 1,SIMPLE NAME 2,SIMPLE NAME 3,
FRESHLY BREWED COFFEE - BLONDE  MEDIUM  DARK OR DECAF - VENTI,STARBUCKS,5,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
Fried Chips,GARBANZO , ,MEAL,, , , , , , , , , , ,POTATOES, , ,
Fries,GARBANZO , ,MEAL,, , , , , , , , , , ,POTATOES, , ,
FRITOS BOWL,DECIO, ,MEAL,, , , , , , , , , , ,SALAD,CHEESE,CHIPS,
FROSE,LEGENDS, ,BEVERAGE,, , , , , , , , , , ,ALCOHOL, , ,
FROZEN CARAMEL LATTE,AU BON PAIN,590,BEVERAGE,, , , , , , , , , , ,SMOOTHIE, , ,
FROZEN MOCHA LATTE,AU BON PAIN,590,BEVERAGE,, , , , , , , , , , ,SMOOTHIE, , ,
FRUIT CUP (LARGE),AU BON PAIN,140,SNACK,, , , , , , , , , , ,FRUIT, , ,
FRUIT CUP (MEDIUM),AU BON PAIN,70,SNACK,, ,,,,,,,,,,FRUIT, , ,
FULL LEAF BREWED TEA - GRANDE,STARBUCKS,320,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
FULL LEAF BREWED TEA - TALL,STARBUCKS,240,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
FULL LEAF BREWED TEA - VENTI,STARBUCKS,0,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
FUZE RASPBERRY ICED TEA (LARGE),AU BON PAIN,240,BEVERAGE,, ,,,,,,,,,,JUICE,BERRY, ,
FUZE RASPBERRY ICED TEA (MEDIUM),AU BON PAIN,180,BEVERAGE,, ,,,,,,,,,,JUICE,BERRY, ,
GALLO SIGNATURE SERIES,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
GARDEN & AVOCADO WRAP,AU BON PAIN,370,MEAL,, , WHEAT,,,,,,,,,SANDWICH,BERRY, ,
GARDEN VEGETABLE SOUP (LARGE),AU BON PAIN,110,MEAL,, , SOY,,,,,,,,,SOUP,BERRY, ,
GARDEN VEGETABLE SOUP (MEDIUM),AU BON PAIN,80,MEAL,, , SOY,,,,,,,,,SOUP, , ,
GARDEN VEGETABLE SOUP (SMALL),AU BON PAIN,50,MEAL,, , SOY,,,,,,,,,SOUP, , ,
GARLIC STEAK & PROVOLONE (6-INCH),SUBWAY,550,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,,,
GARLIC STEAK & PROVOLONE (FOOTLONG),SUBWAY,1100,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,,,
GELATO,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,ICE CREAM,,,
GHOST PINES,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
GLUTEN FREE CHOCOLATE CHIP BROWNIE,AU BON PAIN,420,SNACK,, , SOY,,,,,,,,,PASTRY,CHOCOLATE, ,
GREAT LAKES COOKED BARBEQUE CHIPS,MODERN MARKET,,MEAL,,,,,,,,,,,,CHIPS,,,
GREAT LAKES DORTMUNDER,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
GREAT LAKES ORIGINAL POTATO CHIPS,MODERN MARKET,,MEAL,,,,,,,,,,,,CHIPS,,,
GREEK SALAD,CROSSINGS,,MEAL,,,,,,,,,,,,SALAD,TOMATOS,,
GREEK SALAD ,PIZZA PI,,MEAL,,,,,,,,,,,,SALAD,,,
GREEK VANILLA YOGURT & WILD BLUEBERRY PARFAIT,AU BON PAIN,340,SNACK,, , COCONUT, PECAN,,,,,,,,YOGURT,BERRY, ,
GREEK WRAP,CROSSINGS,,MEAL,,,,,,,,,,,,SANDWICH,TOMATOS,,
GREEN CHILI,MODERN MARKET,160,MEAL,,,,,,,,,,,,CHILI,,,
GREEN TEA LATTE - GRANDE,STARBUCKS,310,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
GREEN TEA LATTE - TALL,STARBUCKS,240,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
GREEN TEA LATTE - VENTI,STARBUCKS,190,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
GREENS & ASIAGO SALAD,MODERN MARKET,,MEAL,,,,,,,,,,,,SALAD,CHEESE,,
GRILLED CHEESE,CROSSINGS,,MEAL,,,,,,,,,,,,SANDWICH,CHEESE,,
GRILLED CHICKEN SANTA FE SALAD,LEGENDS,,MEAL,,,,,,,,,,,,CHICKEN,SALAD,,
GRILLED ROMAINE ,ROHRS,,MEAL,,,,,,,,,,,,SALAD,,,
GRILLED STEAK SOFT TACO,TACO BELL PIZZA HUT,200,MEAL,,,,,,,,,,,,TACO,STEAK,CHEESE,
GRILLED VEGETABLE SANDWICH ,ROHRS,,MEAL,,,,,,,,,,,,SANDWICH,VEGETABLES,,
GUINNESS STOUT,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
GUMBO SOUP,CROSSINGS,,MEAL,,,,,,,,,,,,SOUP,,,
GYRO BOWL,CROSSINGS,,MEAL,,,,,,,,,,,,SANDWICH,BEEF,,
HABENERO ROASTED CHICKEN ON HABENERO WRAP**,SUBWAY,610,MEAL, ,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,CHICKEN,,
HALF & HALF,PIZZA PI,,MEAL,,,,,,,,,,,,PIZZA,SALAD,CHEESE,
HALF DOZEN COOKIES,PIZZA PI,,SNACK,,,,,,,,,,,,COOKIE,,,
HAM & 2 CHEESE,AU BON PAIN,530,MEAL, , EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,CHEESE,HAM,
HAM & CHEESE CROISSANT,STARBUCKS,320,MEAL,,,,,,,,,,,,SANDWICH,CHEESE,HAM,
HAM & CHEESE SAVORY FOLDOVER,STARBUCKS,250,MEAL,,,,,,,,,,,,SANDWICH,CHEESE,HAM,
HAM & SWISS PANINI,STARBUCKS,490,MEAL,,,,,,,,,,,,SANDWICH,,HAM,
HAM & CHEDDAR PRETZEL,CROSSINGS,,MEAL,,,,,,,,,,,,SANDWICH,HAM,CHEESE,
HAM & CHEESE CROISSANT,AU BON PAIN,410,MEAL, , EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,CHEESE,HAM,
HARP LAGER,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
HARVEST PUMPKIN SOUP (LARGE),AU BON PAIN,310,MEAL, , MILK, WHEAT,,,,,,,,,SOUP,PUMPKIN, ,
HARVEST PUMPKIN SOUP (MEDIUM),AU BON PAIN,230,MEAL, , MILK, WHEAT,,,,,,,,,SOUP,PUMPKIN, ,
HARVEST PUMPKIN SOUP (SMALL),AU BON PAIN,150,MEAL, , MILK, WHEAT,,,,,,,,,SOUP,PUMPKIN, ,
HARVEST TURKEY,AU BON PAIN,390,MEAL, , MILK, SOY, WALNUTS,,,,,,,,TURKEY, , ,
HARVEST TURKEY WRAP,AU BON PAIN,630,MEAL, , EGGS, MILK, SOY, WALNUT, SULFITES,,,,,,SANDWICH,TURKEY, ,
HAYSTACK ONIONS,SMASHBURGER,560,MEAL,,MILK,WHEAT,SOY,EGG,,,,,,,ONIONS,,,
HEALTH ADE KOMBUCHA,MODERN MARKET,,BEVERAGE,,,,,,,,,,,,JUICE,,,
HEARTY BLUEBERRY OATMEAL,STARBUCKS,220,MEAL,,,,,,,,,,,,OATMEAL,,,
HEIRLOOM TOMATO CAPRESE��SALAD,LEGENDS,,MEAL,,,,,,,,,,,,TOMATO,SALAD,,
HERB CHICKEN SALAD SANDWICH (HALF SANDWICH),AU BON PAIN,230,MEAL, , EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,CHICKEN,SALAD,
HERB CHICKEN SALAD SANDWICH (HALF SANDWICH),AU BON PAIN,230,MEAL, , EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,CHICKEN,SALAD,
HERB CHICKEN SALAD SANDWICH (WHOLE SANDWICH),AU BON PAIN,470,MEAL, , EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,CHICKEN,SALAD,
HERB CHICKEN SALAD SANDWICH (WHOLE SANDWICH),AU BON PAIN,470,MEAL, , EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,CHICKEN,SALAD,
HOMEMADE SOUP OF THE DAY OR CHILI,LEGENDS,,MEAL,,,,,,,,,,,,SOUP,,,
HOMESTYLE LEMONADE (LARGE),AU BON PAIN,390,BEVERAGE, ,,,,,,,,,,,JUICE, , ,
HOMESTYLE LEMONADE (MEDIUM),AU BON PAIN,290,BEVERAGE, ,,,,,,,,,,,JUICE, , ,
HONEST TEA,MODERN MARKET,,BEVERAGE,,,,,,,,,,,,JUICE,,,
HONEY 9 GRAIN BAGEL,AU BON PAIN,280,MEAL, , SOY, WHEAT, SESAME,,,,,,,,BREAD, , ,
HONEY MUSTARD,HAGERTY FAMILY CAFE,,MEAL,,,,,,,,,,,,SANDWICH,CHICKEN,CHEESE,
HOT AMERICANO,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
HOT CAPPUCCINO,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
HOT CHAI LATTE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
HOT CHOCHOLATE ,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,CHOCOLATE,,,
HOT CHOCOLATE,CHARRON FAMILY,,BEVERAGE,,,,,,,,,,,,CHOCOLATE,,,
HOT CHOCOLATE - GRANDE,STARBUCKS,230,BEVERAGE,,MILK,,,,,,,,,,COFFEE,CHOCOLATE,,
HOT CHOCOLATE - SHORT,STARBUCKS,490,BEVERAGE,,MILK,,,,,,,,,,COFFEE,CHOCOLATE,,
HOT CHOCOLATE - TALL,STARBUCKS,610,BEVERAGE,,MILK,,,,,,,,,,COFFEE,CHOCOLATE,,
HOT CHOCOLATE - VENTI,STARBUCKS,320,BEVERAGE,,MILK,,,,,,,,,,COFFEE,CHOCOLATE,,
HOT CHOCOLATE (LARGE),AU BON PAIN,440,BEVERAGE,, ,,,,,,,,,,COFFEE,CHOCOLATE, ,
HOT CHOCOLATE (MEDIUM),AU BON PAIN,350,BEVERAGE,, ,,,,,,,,,,COFFEE,CHOCOLATE, ,
HOT COFFEE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
HOT EXPRESSO,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
HOT ITALIAN PANINI,CROSSINGS,,MEAL,,,,,,,,,,,,SANDWICH,TURKEY,HAM,
HOT ITALIAN SANDWHICH,CROSSINGS,,MEAL,,,,,,,,,,,,SANDWICH,TURKEY,HAM,
HOT LATTE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
HOT MACCHIATO,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
HOT MOCHA,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
HOT TEA,CHARRON FAMILY,,BEVERAGE,,,,,,,,,,,,TEA,,,
HOT VANILLA LATTE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
HOT WOK ORANGE CHICKEN,STAR GINGER,545,MEAL,,,,,,,,,,,,CHICKEN,RICE,,
HOT WOK THAI CHICKEN CURRY,STAR GINGER,625,MEAL,,,,,,,,,,,,CHICKEN,RICE,,
HOUSE CURED CORNED BEEF ,ROHRS,,MEAL,,,,,,,,,,,,BEEF,CHEESE,FRIES,
HOUSE SALAD,LEGENDS,,MEAL,,,,,,,,,,,,SALAD,,,
HOUSEMADE GRANOLA,AU BON PAIN,140,SNACK,, , COCONUT, PECANS,,,,,,,,BREAKFAST, , ,
Hubert s Strawberry Lemonade,GARBANZO ,,BEVERAGE,,,,,,,,,,,,JUICE,,,
Huberts Original Lemonade,GARBANZO ,,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICE CREAM CONE SUGAR COOKIE,STARBUCKS,250,SNACK,,,,,,,,,,,,PASTRY,COOKIE,ICECREAM,
ICE CREAM COOKIE SANDWICH,PIZZA PI,,SNACK,,,,,,,,,,,,ICE CREAM,COOKIE,,
ICED BLACK TEA (LARGE),AU BON PAIN,10,BEVERAGE,, ,,,,,,,,,,JUICE, , ,
ICED BLACK TEA (MEDIUM),AU BON PAIN,5,BEVERAGE,, ,,,,,,,,,,JUICE, , ,
ICED CAFFE AMERICANO (LARGE),AU BON PAIN,15,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED CAFFE AMERICANO (MEDIUM),AU BON PAIN,10,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED CAFFE LATTE (LARGE),AU BON PAIN,180,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED CAFFE LATTE (MEDIUM),AU BON PAIN,140,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED CAFFE MILANO (LARGE),AU BON PAIN,350,BEVERAGE,, , HAZELNUT,,,,,,,,,COFFEE, , ,
ICED CAFFE MILANO (MEDIUM),AU BON PAIN,280,BEVERAGE,, , HAZELNUT,,,,,,,,,COFFEE, , ,
ICED CARAMEL MACCHIATO - GRANDE,STARBUCKS,250,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
ICED CARAMEL MACCHIATO - TALL,STARBUCKS,180,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
ICED CARAMEL MACCHIATO - VENTI,STARBUCKS,350,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
ICED CARAMEL MACCHIATO (LARGE),AU BON PAIN,340,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED CARAMEL MACCHIATO (MEDIUM),AU BON PAIN,270,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED CHAI LATTE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
ICED CHAI LATTE (LARGE),AU BON PAIN,270,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED CHAI LATTE (MEDIUM),AU BON PAIN,210,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED COFFEE,CHARRON FAMILY,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
ICED COFFEE - VANILLA OR CARAMEL - GRANDE,STARBUCKS,90,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
ICED COFFEE - VANILLA OR CARAMEL - TALL,STARBUCKS,60,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
ICED COFFEE - VANILLA OR CARAMEL - VENTI,STARBUCKS,130,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
ICED DECAF FRENCH ROAST COFFEE (LARGE),AU BON PAIN,10,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED DECAF FRENCH ROAST COFFEE (MEDIUM),AU BON PAIN,5,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED FLAT WHITE - GRANDE,STARBUCKS,150,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
ICED FLAT WHITE - TALL,STARBUCKS,110,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
ICED FLAT WHITE - VENTI,STARBUCKS,220,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
ICED FRENCH ROAST COFFEE (LARGE),AU BON PAIN,10,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED FRENCH ROAST COFFEE (MEDIUM),AU BON PAIN,5,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED FRENCH VANILLA COFFEE (LARGE),AU BON PAIN,10,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED FRENCH VANILLA COFFEE (MEDIUM),AU BON PAIN,5,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED LATTE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
ICED LEMON LOAF CAKE,STARBUCKS,470,SNACK,,,,,,,,,,,,SNACK,CAKE,,
ICED LEMON POUND CAKE,AU BON PAIN,470,SNACK,, , MILK, SOY, WHEAT,,,,,,,PASTRY,CAKE, ,
ICED LEMON POUND CAKE LOAF,STARBUCKS,470,SNACK,,,,,,,,,,,,PASTRY,CAKE,,
ICED MOCHA,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
ICED MOCHA LATTE (LARGE),AU BON PAIN,400,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED MOCHA LATTE (MEDIUM),AU BON PAIN,310,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED TEA  GREEN (KIDS),SMASHBURGER,80,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICED TEA  GREEN (LARGE),SMASHBURGER,190,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICED TEA  GREEN (REGULAR),SMASHBURGER,130,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICED TEA  LEMON HERBAL (KIDS),SMASHBURGER,80,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICED TEA  LEMON HERBAL (LARGE),SMASHBURGER,190,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICED TEA  LEMON HERBAL (REGULAR),SMASHBURGER,130,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICED TEA  RASPBERRY (KIDS),SMASHBURGER,80,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICED TEA  RASPBERRY (LARGE),SMASHBURGER,190,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICED TEA  RASPBERRY (REGULAR),SMASHBURGER,130,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICED TEA  SWEETENED (KIDS),SMASHBURGER,130,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICED TEA  SWEETENED (LARGE),SMASHBURGER,330,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICED TEA  SWEETENED (REGULAR),SMASHBURGER,220,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICED TEA  UNSWEETENED (KIDS),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICED TEA  UNSWEETENED (LARGE),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICED TEA  UNSWEETENED (REGULAR),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,JUICE,,,
ICED VANILLA LATTE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
ICED VANILLA LATTE (LARGE),AU BON PAIN,310,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
ICED VANILLA LATTE (MEDIUM),AU BON PAIN,240,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
IMPOSSIBLE BURGER,LEGENDS,,MEAL,,,,,,,,,,,,BURGER,,,
IRISH CREAM PARFAIT,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,YOGURT,,,
IRISH FRENCH TOAST ,ROHRS,,MEAL,,,,,,,,,,,,BREAD,,,
IRISH NACHOS,LEGENDS,,MEAL,,,,,,,,,,,,NACHOS,CHEESE ,,
IRISH NACHOS ,ROHRS,,MEAL,,,,,,,,,,,,NACHOS,CHEESE,,
IRISH WHISKEY BURGER,LEGENDS,,MEAL,,,,,,,,,,,,BURGER,,,
ITALIAN B.M.T. ,SUBWAY,240,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,HAM,,
ITALIAN B.M.T. (6-INCH),SUBWAY,380,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,HAM,,
ITALIAN B.M.T. (FOOTLONG),SUBWAY,760,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,HAM,,
ITALIAN B.M.T. ON TOMATO BASIL WRAP,SUBWAY,680,MEAL,, ,GLUTEN,,,,,,,,,SANDWICH,HAM,,
ITALIAN MAC & CHEESE,PIZZA PI,,MEAL,,,,,,,,,,,,PIZZA,PASTA,CHEESE,
ITALIAN PIADINAS,PIZZA PI,,MEAL,,,,,,,,,,,,SANDWICH,PORK,CHEESE,
ITALIAN SALAD,PIZZA PI,,MEAL,,,,,,,,,,,,SALAD,PORK,CHEESE,
ITALIAN WEDDING SOUP (LARGE),AU BON PAIN,220,MEAL,, , MILK, SOY, WHEAT,,,,,,,SOUP, , ,
ITALIAN WEDDING SOUP (MEDIUM),AU BON PAIN,170,MEAL,, , MILK, SOY, WHEAT,,,,,,,SOUP, , ,
ITALIAN WEDDING SOUP (SMALL),AU BON PAIN,110,MEAL,, , MILK, SOY, WHEAT,,,,,,,SOUP, , ,
ITALIAN WITH NEW FRESH MOZZARELLA (6-INCH),SUBWAY,690,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,PEPPERONI,,
ITALIAN WITH NEW FRESH MOZZARELLA (FOOTLONG),SUBWAY,1380,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,PEPPERONI,,
J VINEYARDS PINOT NOIR,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
J VINEYARDS SPARKLING ROSE,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
J VINEYARDS  PINOT GRIS,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
JALAPENO CHEDDAR BAGEL,AU BON PAIN,290,MEAL,, , SOY, WHEAT,,,,,,,,BREAD, , ,
JAMAICAN JAMMER,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,YOGURT,STRAWBERRY,
JAVA CHIP - GRANDE,STARBUCKS,340,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
JAVA CHIP - TALL,STARBUCKS,600,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
JAVA CHIP - VENTI,STARBUCKS,470,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
JUICE  ORGANIC APPLE,SMASHBURGER,40,BEVERAGE,,,,,,,,,,,,JUICE,,,
KELLY S REUBEN,LEGENDS,,MEAL,,,,,,,,,,,,BEEF,,,
KID S SMASH CHEESEBURGER,SMASHBURGER,430,MEAL,,MILK,TREE NUT,WHEAT,SOY,EGG,,,,,,BURGER,SANDWICH,CHEESE,
KIND BAR O FRUIT & NUT DELIGHT,AU BON PAIN,180,SNACK, , PEANUTS, SOY, ALMONDS,NUTS,,,,,,,BREAKFAST, , ,
KIND BAR O PEANUT BUTTER DARK CHOCOLATE,AU BON PAIN,200,SNACK, , MILK, PEANUTS, SOY, ALMONDS, CASHEWS, MACADAMIAS, WALNUTS,,,,PASTRY,CHOCOLATE, ,
KOREAN BEEF BULGOGI BIBIMBAP,STAR GINGER,,MEAL,,,,,,,,,,,,RICE,BEEF,EGGS,
L ANTICO COFFEE,MCCOURTNEY EXPRESSO CART,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
LA MARCA  PROSECCO,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
Laffa Chicken,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,CHICKEN,,
Laffa Chicken Kabob,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,CHICKEN,,
Laffa Falafel,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,FALAFEL,,
Laffa Gyro,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,BEEF,,
Laffa Portobello,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,STEAL,,
Laffa Steak,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,STEAK,,
Laffa Steak Kabob,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,STEAK,,
LAGUNA,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
LAYERED CARROT CAKE CHEESECAKE ,ROHRS,,MEAL,,,,,,,,,,,,CAKE,CHEESECAKE,,
LEGENDARY BAILEYS TORTE,LEGENDS,,MEAL,,,,,,,,,,,,CAKE,CHOCOLATE,,
LEGENDARY COBB SALAD,LEGENDS,,MEAL,,,,,,,,,,,,SALAD,BACON,CHEESE,
LEGENDARY PULLED PORK SANDWICH,LEGENDS,,MEAL,,,,,,,,,,,,PORK,SANDWICH,,
LEGENDS  PUB BURGER,LEGENDS,,MEAL,,,,,,,,,,,,BURGER,CHEESE ,,
LEMON BLUEBERRY MUFFIN,AU BON PAIN,520,SNACK, , EGGS, MILK, SOY, WHEAT, PECAN, WALNUTS,,,,,PASTRY,BERRY, ,
LEMON BLUEBERRY MUFFIN,AU BON PAIN,520,SNACK, , EGGS, MILK, SOY, WHEAT, PECAN, WALNUTS,,,,,PASTRY,BERRY, ,
LEMON CRUNCH YOGURT PARFAIT,STARBUCKS,330,SNACK,,,,,,,,,,,,YOGURT,,,
LEMON ORZO CHICKEN SOUP (LARGE),AU BON PAIN,310,MEAL, , EGGS, MILK, SOY, WHEAT,,,,,,,SOUP,CHICKEN, ,
LEMON ORZO CHICKEN SOUP (MEDIUM),AU BON PAIN,230,MEAL, , EGGS, MILK, SOY, WHEAT,,,,,,,SOUP,CHICKEN, ,
LEMON ORZO CHICKEN SOUP (SMALL),AU BON PAIN,150,MEAL, , EGGS, MILK, SOY, WHEAT,,,,,,,SOUP,CHICKEN, ,
LEMONGRASS TOFU,STAR GINGER,390,MEAL,,,,,,,,,,,,TOFU,RICE,,
LOADED POTATO GRILLER,TACO BELL PIZZA HUT,410,MEAL,,,,,,,,,,,,BURRITO,POTATO,CHEESE,
LOADED POTATO GRILLER,TACO BELL PIZZA HUT,,MEAL,,,,,,,,,,,,BURRITO,POTATO,CHEESE,
LOBSTER & CORN BISQUE (LARGE),AU BON PAIN,370,MEAL, , MILK, LOBSTER, SHRIMP, SOY, SULFITES,,,,,,SOUP, , ,
LOBSTER & CORN BISQUE (MEDIUM),AU BON PAIN,280,MEAL, , MILK, LOBSTER, SHRIMP, SOY, SULFITES,,,,,,SOUP, , ,
LOBSTER & CORN BISQUE (SMALL),AU BON PAIN,190,MEAL, , MILK, LOBSTER, SHRIMP, SOY, SULFITES,,,,,,SOUP, , ,
LOBSTER SALAD SANDWICH,AU BON PAIN,420,MEAL, , CRUSTACEAN LOBSTER, EGGS, MILK, SOY,,,,,,,SANDWICH,SALAD, ,
LOBSTER SALAD SANDWICH,AU BON PAIN,420,MEAL, ,LOBSTER, EGGS, MILK, SOY,,,,,,,SANDWICH,SALAD, ,
LOUIS MARTINI,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
LOUIS MARTINI,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
MACARONI & CHEESE (LARGE),AU BON PAIN,1170,MEAL, , EGGS, MILK, WHEAT, SULFITES,,,,,,,SOUP,CHEESE, ,
MACARONI & CHEESE (MEDIUM),AU BON PAIN,880,MEAL, , EGGS, MILK, WHEAT, SULFITES,,,,,,,SOUP,CHEESE, ,
MACARONI & CHEESE (SMALL),AU BON PAIN,590,MEAL, , EGGS, MILK, WHEAT, SULFITES,,,,,,,SOUP,CHEESE, ,
MACMURRAY RANCH,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
MADE TO ORDER SANDWICH,DECIO,,MEAL,,,,,,,,,,,,SANDWICH,CUSTOM,,
MAGHERITA,PIZZA PI,,MEAL,,,,,,,,,,,,PIZZA,CHEESE,,
