NAME,RESTAURANT NAME,CALORIES,CATEGORY,PRICE ,ALLERGENS 1,ALLERGENS 2,ALLERGENS 3,ALLERGENS 4,ALLERGENS 5,ALLERGENS 6,ALLERGENS 7,ALLERGENS 8,ALLERGENS 9,ALLERGENS 10,SIMPLE NAME 1,SIMPLE NAME 2,SIMPLE NAME 3,,
ICED MOCHA,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED MOCHA LATTE (LARGE),AU BON PAIN,400,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED MOCHA LATTE (MEDIUM),AU BON PAIN,310,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED TEA  GREEN (KIDS),SMASHBURGER,80,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED TEA  GREEN (LARGE),SMASHBURGER,190,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED TEA  GREEN (REGULAR),SMASHBURGER,130,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED TEA  LEMON HERBAL (KIDS),SMASHBURGER,80,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED TEA  LEMON HERBAL (LARGE),SMASHBURGER,190,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED TEA  LEMON HERBAL (REGULAR),SMASHBURGER,130,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED TEA  RASPBERRY (KIDS),SMASHBURGER,80,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED TEA  RASPBERRY (LARGE),SMASHBURGER,190,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED TEA  RASPBERRY (REGULAR),SMASHBURGER,130,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED TEA  SWEETENED (KIDS),SMASHBURGER,130,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED TEA  SWEETENED (LARGE),SMASHBURGER,330,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED TEA  SWEETENED (REGULAR),SMASHBURGER,220,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED TEA  UNSWEETENED (KIDS),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED TEA  UNSWEETENED (LARGE),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED TEA  UNSWEETENED (REGULAR),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED VANILLA LATTE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED VANILLA LATTE (LARGE),AU BON PAIN,310,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED VANILLA LATTE (MEDIUM),AU BON PAIN,240,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
IMPOSSIBLE BURGER,LEGENDS,,MEAL,,,,,,,,,,,,BURGER,BURGER,BURGER,,
IRISH CREAM PARFAIT,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,YOGURT,YOGURT,YOGURT,,
IRISH FRENCH TOAST ,ROHRS,,MEAL,,,,,,,,,,,,BREAD,BREAD,BREAD,,
IRISH NACHOS,LEGENDS,,MEAL,,,,,,,,,,,,NACHOS,CHEESE ,CHEESE ,,
IRISH NACHOS ,ROHRS,,MEAL,,,,,,,,,,,,NACHOS,CHEESE,CHEESE,,
IRISH WHISKEY BURGER,LEGENDS,,MEAL,,,,,,,,,,,,BURGER,BURGER,BURGER,,
ITALIAN B.M.T. ,SUBWAY,240,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,HAM,HAM,,
ITALIAN B.M.T. (6-INCH),SUBWAY,380,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,HAM,HAM,,
ITALIAN B.M.T. (FOOTLONG),SUBWAY,760,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,HAM,HAM,,
ITALIAN B.M.T. ON TOMATO BASIL WRAP,SUBWAY,680,MEAL,,WHEAT,GLUTEN,,,,,,,,,SANDWICH,HAM,HAM,,
ITALIAN MAC & CHEESE,PIZZA PI,,MEAL,,,,,,,,,,,,PIZZA,PASTA,CHEESE,,
ITALIAN PIADINAS,PIZZA PI,,MEAL,,,,,,,,,,,,SANDWICH,PORK,CHEESE,,
ITALIAN SALAD,PIZZA PI,,MEAL,,,,,,,,,,,,SALAD,PORK,CHEESE,,
ITALIAN WEDDING SOUP (LARGE),AU BON PAIN,220,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SOUP,SOUP,SOUP,,
ITALIAN WEDDING SOUP (MEDIUM),AU BON PAIN,170,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SOUP,SOUP,SOUP,,
ITALIAN WEDDING SOUP (SMALL),AU BON PAIN,110,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SOUP,SOUP,SOUP,,
ITALIAN WITH NEW FRESH MOZZARELLA (6-INCH),SUBWAY,690,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,PEPPERONI,PEPPERONI,,
ITALIAN WITH NEW FRESH MOZZARELLA (FOOTLONG),SUBWAY,1380,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,PEPPERONI,PEPPERONI,,
J VINEYARDS PINOT NOIR,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
J VINEYARDS SPARKLING ROSE,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
J VINEYARDS  PINOT GRIS,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
JALAPENO CHEDDAR BAGEL,AU BON PAIN,290,MEAL,, MILK, SOY, WHEAT,,,,,,,,BREAD,BREAD,BREAD,,
JAMAICAN JAMMER,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,YOGURT,STRAWBERRY,,
JAVA CHIP - GRANDE,STARBUCKS,340,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
JAVA CHIP - TALL,STARBUCKS,600,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
JAVA CHIP - VENTI,STARBUCKS,470,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
JUICE  ORGANIC APPLE,SMASHBURGER,40,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
KELLY S REUBEN,LEGENDS,,MEAL,,,,,,,,,,,,BEEF,BEEF,BEEF,,
KID S SMASH CHEESEBURGER,SMASHBURGER,430,MEAL,EGG,MILK,TREE NUT,WHEAT,SOY,,,,,,,BURGER,SANDWICH,CHEESE,,
KIND BAR O FRUIT & NUT DELIGHT,AU BON PAIN,180,SNACK,, PEANUTS, SOY, ALMONDS,NUTS,,,,,,,BREAKFAST,BREAKFAST,BREAKFAST,,
KIND BAR O PEANUT BUTTER DARK CHOCOLATE,AU BON PAIN,200,SNACK,, MILK, PEANUTS, SOY, ALMONDS, CASHEWS, MACADAMIAS, WALNUTS,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
KOREAN BEEF BULGOGI BIBIMBAP,STAR GINGER,,MEAL,,,,,,,,,,,,RICE,BEEF,EGGS,,
L ANTICO COFFEE,MCCOURTNEY EXPRESSO CART,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
LA MARCA  PROSECCO,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
Laffa Chicken,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
Laffa Chicken Kabob,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
Laffa Falafel,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,FALAFEL,FALAFEL,,
Laffa Gyro,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,BEEF,BEEF,,
Laffa Portobello,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,STEAL,STEAL,,
Laffa Steak,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,STEAK,STEAK,,
Laffa Steak Kabob,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,STEAK,STEAK,,
LAGUNA,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
LAYERED CARROT CAKE CHEESECAKE ,ROHRS,,MEAL,,,,,,,,,,,,CAKE,CHEESECAKE,CHEESECAKE,,
LEGENDARY BAILEYS TORTE,LEGENDS,,MEAL,,,,,,,,,,,,CAKE,CHOCOLATE,CHOCOLATE,,
LEGENDARY COBB SALAD,LEGENDS,,MEAL,,,,,,,,,,,,SALAD,BACON,CHEESE,,
LEGENDARY PULLED PORK SANDWICH,LEGENDS,,MEAL,,,,,,,,,,,,PORK,SANDWICH,SANDWICH,,
LEGENDS  PUB BURGER,LEGENDS,,MEAL,,,,,,,,,,,,BURGER,CHEESE ,CHEESE ,,
LEMON BLUEBERRY MUFFIN,AU BON PAIN,520,SNACK,, EGGS, MILK, SOY, WHEAT, PECAN, WALNUTS,,,,,PASTRY,BERRY,BERRY,,
LEMON BLUEBERRY MUFFIN,AU BON PAIN,520,SNACK,, EGGS, MILK, SOY, WHEAT, PECAN, WALNUTS,,,,,PASTRY,BERRY,BERRY,,
LEMON CRUNCH YOGURT PARFAIT,STARBUCKS,330,SNACK,,,,,,,,,,,,YOGURT,YOGURT,YOGURT,,
LEMON ORZO CHICKEN SOUP (LARGE),AU BON PAIN,310,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SOUP,CHICKEN,CHICKEN,,
LEMON ORZO CHICKEN SOUP (MEDIUM),AU BON PAIN,230,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SOUP,CHICKEN,CHICKEN,,
LEMON ORZO CHICKEN SOUP (SMALL),AU BON PAIN,150,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SOUP,CHICKEN,CHICKEN,,
LEMONGRASS TOFU,STAR GINGER,390,MEAL,,,,,,,,,,,,TOFU,RICE,RICE,,
LOADED POTATO GRILLER,TACO BELL PIZZA HUT,410,MEAL,,,,,,,,,,,,BURRITO,POTATO,CHEESE,,
LOADED POTATO GRILLER,TACO BELL PIZZA HUT,,MEAL,,,,,,,,,,,,BURRITO,POTATO,CHEESE,,
LOBSTER & CORN BISQUE (LARGE),AU BON PAIN,370,MEAL,, MILK, LOBSTER, SHRIMP, SOY, SULFITES,,,,,,SOUP,SOUP,SOUP,,
LOBSTER & CORN BISQUE (MEDIUM),AU BON PAIN,280,MEAL,, MILK, LOBSTER, SHRIMP, SOY, SULFITES,,,,,,SOUP,SOUP,SOUP,,
LOBSTER & CORN BISQUE (SMALL),AU BON PAIN,190,MEAL,, MILK, LOBSTER, SHRIMP, SOY, SULFITES,,,,,,SOUP,SOUP,SOUP,,
LOBSTER SALAD SANDWICH,AU BON PAIN,420,MEAL,, CRUSTACEAN LOBSTER, EGGS, MILK, SOY,,,,,,,SANDWICH,SALAD,SALAD,,
LOBSTER SALAD SANDWICH,AU BON PAIN,420,MEAL,,LOBSTER, EGGS, MILK, SOY,,,,,,,SANDWICH,SALAD,SALAD,,
LOUIS MARTINI,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
LOUIS MARTINI,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
MACARONI & CHEESE (LARGE),AU BON PAIN,1170,MEAL,, EGGS, MILK, WHEAT, SULFITES,,,,,,,SOUP,CHEESE,CHEESE,,
MACARONI & CHEESE (MEDIUM),AU BON PAIN,880,MEAL,, EGGS, MILK, WHEAT, SULFITES,,,,,,,SOUP,CHEESE,CHEESE,,
MACARONI & CHEESE (SMALL),AU BON PAIN,590,MEAL,, EGGS, MILK, WHEAT, SULFITES,,,,,,,SOUP,CHEESE,CHEESE,,
MACMURRAY RANCH,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
MADE TO ORDER SANDWICH,DECIO,,MEAL,,,,,,,,,,,,SANDWICH,CUSTOM,CUSTOM,,
MAGHERITA,PIZZA PI,,MEAL,,,,,,,,,,,,PIZZA,CHEESE,CHEESE,,
MANGO BLACK TEA LEMONADE - GRANDE,STARBUCKS,210,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MANGO BLACK TEA LEMONADE - TALL,STARBUCKS,150,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MANGO BLACK TEA LEMONADE - VENTI,STARBUCKS,90,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MANGO MARGARITA,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
MANGO ME CRAZY,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,MANGO,MANGO,,
MANGO SMOOTHIE,AU BON PAIN,300,BEVERAGE,, MILK,,,,,,,,,,SMOOTHIE,SMOOTHIE,SMOOTHIE,,
MANGO WAVE FRESH FRUIT SMOOTHIE,AU BON PAIN,230,BEVERAGE,,,,,,,,,,,,SMOOTHIE,SMOOTHIE,SMOOTHIE,,
MANGOI PEACH YOGURT PARFAIT,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,YOGURT,YOGURT,YOGURT,,
MARBLE POUND CAKE,AU BON PAIN,450,SNACK,, EGG, MILK, SOY, WHEAT,,,,,,,PASTRY,CAKE,CAKE,,
MARSHMALLOW DREAM BAR,STARBUCKS,230,SNACK,,,,,,,,,,,,SNACK,SNACK,SNACK,,
MASHED POTATOES,AU BON PAIN,40,MEAL,, MILK,,,,,,,,,,VEGETABLES,VEGETABLES,VEGETABLES,,
MATCHA GREEN TEA CREME - GRANDE,STARBUCKS,480,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MATCHA GREEN TEA CREME - TALL,STARBUCKS,390,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MATCHA GREEN TEA CREME - VENTI,STARBUCKS,320,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MAUI MANGO,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,MANGO,MANGO,,
MAYAN CHICKEN HARVEST HOT BOWL,AU BON PAIN,600,MEAL,, MILK, SOY,,,,,,,,,CHICKEN,CHICKEN,CHICKEN,,
MAYAN CHICKEN HARVEST HOT WRAP,AU BON PAIN,680,MEAL,, MILK, SOY, WHEAT,,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
MEAT LASAGNA,AU BON PAIN,470,MEAL,, MILK, WHEAT, EGGS, SOY,,,,,,,BEEF,BEEF,BEEF,,
MEATBALL MARINARA,SUBWAY,300,MEAL,,WHEAT,GLUTEN,SOYBEANS,MILK,,,,,,,SANDWICH,BEEF,BEEF,,
MEATBALL MARINARA (6-INCH),SUBWAY,430,MEAL,,WHEAT,GLUTEN,SOYBEANS,MILK,,,,,,,SANDWICH,BEEF,BEEF,,
MEATBALL MARINARA (FOOTLONG),SUBWAY,860,MEAL,,WHEAT,GLUTEN,SOYBEANS,MILK,,,,,,,SANDWICH,BEEF,BEEF,,
MEATBALL MARINARA ON TOMATO BASIL WRAP,SUBWAY,790,MEAL,,WHEAT,GLUTEN,SOYBEANS,MILK,,,,,,,SANDWICH,BEEF,BEEF,,
MEATBALLS & MARINARA SAUCE,AU BON PAIN,40,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,BEEF,BEEF,BEEF,,
MEATBALLS WITH TOMATO BASIL SAUCE,STARBUCKS,300,MEAL,,,,,,,,,,,,BEEF,BEEF,BEEF,,
MEATY MARINARA,TACO BELL PIZZA HUT,450,MEAL,,,,,,,,,,,,PASTA,CHEESE,BEEF,,
MEDITERRANEAN BOWL,DECIO,,MEAL,,,,,,,,,,,,SALAD,SALAD,SALAD,,
MEDITERRANEAN CHICKEN & TABOULE SALAD,AU BON PAIN,440,MEAL,, MILK, SOY, WHEAT,,,,,,,,CHICKEN,SALAD,SALAD,,
MEDITERRANEAN CHICKEN & TABOULE SALAD,AU BON PAIN,440,MEAL,, MILK, SOY, WHEAT,,,,,,,,SALAD,CHICKEN,CHICKEN,,
MEDITERRANEAN CHICKEN HARVEST HOT BOWL,AU BON PAIN,760,MEAL,, MILK,,,,,,,,,,CHICKEN,CHICKEN,CHICKEN,,
MERIDA SALAD - HALF,MODERN MARKET,480,MEAL,,,,,,,,,,,,SALAD,SALAD,SALAD,,
MERIDA SALAD - WHOLE,MODERN MARKET,750,MEAL,,,,,,,,,,,,SALAD,SALAD,SALAD,,
MEXICAN CHICKEN NOODLE SOUP ,ROHRS,,MEAL,,,,,,,,,,,,CHICKEN,SOUP,SOUP,,
MEXICAN PIZZA,TACO BELL PIZZA HUT,550,MEAL,,,,,,,,,,,,BURRITO,PIZZA,BEEF,,
MEXIMELT,TACO BELL PIZZA HUT,250,MEAL,,,,,,,,,,,,BURRITO,BEEF,CHEESE,,
MICHIANA BENEDICT ,ROHRS,,MEAL,,,,,,,,,,,,EGG,BACON,MUFFIN,,
MICHIGAN CHERRY OAT BAR,STARBUCKS,310,SNACK,,,,,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
MILK  ORGANIC,SMASHBURGER,110,BEVERAGE,,,,,,,,,,,,MILK,MILK,MILK,,
MILK  ORGANIC CHOCOLATE,SMASHBURGER,150,BEVERAGE,,,,,,,,,,,,MILK,MILK,MILK,,
MILK  WHOLE,SMASHBURGER,220,BEVERAGE,,,,,,,,,,,,MILK,MILK,MILK,,
MILLER LIGHT,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
MINESTRONE SOUP,CROSSINGS,,MEAL,,,,,,,,,,,,SOUP,PASTA,PASTA,,
MINESTRONE WITH BASIL (LARGE),AU BON PAIN,240,MEAL,, EGGS, MILK, WHEAT, SULFITES,,,,,,,SOUP,SOUP,SOUP,,
MINESTRONE WITH BASIL (MEDIUM),AU BON PAIN,180,MEAL,, EGGS, MILK, WHEAT, SULFITES,,,,,,,SOUP,SOUP,SOUP,,
MINESTRONE WITH BASIL (SMALL),AU BON PAIN,120,MEAL,, EGGS, MILK, WHEAT, SULFITES,,,,,,,SOUP,SOUP,SOUP,,
MINI CHOCOLATE CHIP COOKIES,AU BON PAIN,560,SNACK,, EGGS, MILK, SOY, WHEAT,,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
MINI SANDWICH ROLL,AU BON PAIN,110,MEAL,, SOY, WHEAT,,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
MINT BROWNIE PARFAIT,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,YOGURT,YOGURT,YOGURT,,
MINUTE MAID LEMONADE (KIDS),SMASHBURGER,140,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
MINUTE MAID LEMONADE (LARGE),SMASHBURGER,360,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
MINUTE MAID LEMONADE (REGULAR),SMASHBURGER,250,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
MINUTE MAID LIGHT LEMONADE (KIDS),SMASHBURGER,5,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
MINUTE MAID LIGHT LEMONADE (LARGE),SMASHBURGER,15,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
MINUTE MAID LIGHT LEMONADE (REGULAR),SMASHBURGER,10,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
MIXED NUTS,AU BON PAIN,420,SNACK,, ALMONDS, CASHEWS,,,,,,,,,NUTS,NUTS,NUTS,,
MOCHA,CHARRON FAMILY,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MOCHA - GRANDE,STARBUCKS,410,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MOCHA - MINI,STARBUCKS,190,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MOCHA - TALL,STARBUCKS,290,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MOCHA - VENTI,STARBUCKS,520,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MOCHA COOKIE CRUMBLE - GRANDE,STARBUCKS,360,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MOCHA COOKIE CRUMBLE - TALL,STARBUCKS,570,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MOCHA COOKIE CRUMBLE - VENTI,STARBUCKS,500,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MOCHA LATTE (LARGE),AU BON PAIN,400,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MOCHA LATTE (MEDIUM),AU BON PAIN,310,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
MODERN MUSHROOM PIZZA - HALF,MODERN MARKET,380,MEAL,,,,,,,,,,,,PIZZA,VEGETABLES,CHEESE,,
MODERN MUSHROOM PIZZA - WHOLE,MODERN MARKET,760,MEAL,,,,,,,,,,,,PIZZA,VEGETABLES,CHEESE,,
MOJITO,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
MONK MALLOY S GUINNESS BATTERED FISH & CHIPS,LEGENDS,,MEAL,,,,,,,,,,,,FISH ,CHIPS,CHIPS,,
MONSTER COOKIE & CREAM,LEGENDS,,MEAL,,,,,,,,,,,,ICE CREAM,COOKIE,CHOCOLATE,,
MORNING BUN,STARBUCKS,350,MEAL,,,,,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
MORNING BUN,STARBUCKS,420,SNACK,,,,,,,,,,,,PASTRY,PASTRY,PASTRY,,
MOSCOW MULE,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
MRITA PIZZA - HALF,MODERN MARKET,385,MEAL,,,,,,,,,,,,PIZZA,CHEESE,CHEESE,,
MRITA PIZZA - WHOLE,MODERN MARKET,770,MEAL,,,,,,,,,,,,PIZZA,CHEESE,CHEESE,,
MUESLI,AU BON PAIN,370,SNACK,, MILK, ALMONDS,,,,,,,,,BREAKFAST,BREAKFAST,BREAKFAST,,
MULTIGRAIN BAGUETTE (SANDWICH SIZE),AU BON PAIN,260,MEAL,, SOY, WHEAT,,,,,,,,,BREAD,BREAD,BREAD,,
MULTIGRAIN BAGUETTE (SOUP SIZE),AU BON PAIN,180,MEAL,, SOY, WHEAT,,,,,,,,,BREAD,SOUP,SOUP,,
MURF BURGER ,ROHRS,,MEAL,,,,,,,,,,,,BURGER,BACON,CHEESE,,
MUSHROOM BISQUE ,ROHRS,,MEAL,,,,,,,,,,,,SOUP,SOUP,SOUP,,
NACHOS BELLGRANDE,TACO BELL PIZZA HUT,760,MEAL,,,,,,,,,,,,NACHO,CHEESE,BEEF,,
NACHOS SUPREME,TACO BELL PIZZA HUT,440,MEAL,,,,,,,,,,,,NACHO,CHEESE,CHEESE,,
NAPA CHICKEN WITH AVOCADO WRAP,AU BON PAIN,500,MEAL,, EGGS, SOY, WHEAT,,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
NASHVILLE HOT! SPICY FRIED CHICKEN SANDWICH,LEGENDS,,MEAL,,,,,,,,,,,,CHICKEN,CHICKEN,CHICKEN,,
ND BAGELS,CHARRON FAMILY,,MEAL,,,,,,,,,,,,PASTRY,PASTRY,PASTRY,,
NEW SOUTHWEST CHICKEN CLUB (6-INCH),SUBWAY,580,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,CHICKEN,BACON,,
NEW SOUTHWEST CHICKEN CLUB (FOOTLONG),SUBWAY,1160,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,CHICKEN,BACON,,
NEW STEAK CLUB (6-INCH),SUBWAY,490,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,BACON,TURKEY,,
NEW STEAK CLUB (FOOTLONG),SUBWAY,980,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,BACON,TURKEY,,
NEW ULTIMATE STEAK (6-INCH),SUBWAY,600,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
NEW ULTIMATE STEAK (FOOTLONG),SUBWAY,1200,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
NEWPORT TURKEY SANDWICH,AU BON PAIN,730,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,TURKEY,TURKEY,,
NITRO COFFEE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
NITRO COLD BREW - GRANDE,STARBUCKS,5,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
NITRO COLD BREW - TALL,STARBUCKS,5,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
NITRO COLD BREW WITH CASCARA COLD FOAM - GRANDE,STARBUCKS,80,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
NITRO COLD BREW WITH CASCARA COLD FOAM - TALL,STARBUCKS,60,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
NITRO COLD BREW WITH SALTED CREAM COLD FOAM - GRANDE,STARBUCKS,230,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
NITRO COLD BREW WITH SALTED CREAM COLD FOAM - TALL,STARBUCKS,160,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
NITRO COLD BREW WITH SWEET CREAM - GRANDE,STARBUCKS,70,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
NITRO COLD BREW WITH SWEET CREAM - TALL,STARBUCKS,70,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
NUTELLA BEIGNETS,LEGENDS,,MEAL,,,,,,,,,,,,CHOCOLATE,CHOCOLATE,CHOCOLATE,,
NUTELLA SUPREME,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
OATMEAL COOKIE,STARBUCKS,310,SNACK,,,,,,,,,,,,PASTRY,OATMEAL,COOKIE,,
OATMEAL CR�ME BR�L EE ,ROHRS,,MEAL,,,,,,,,,,,,BRULEE,OATMEAL,OATMEAL,,
OH KALE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,VEGETABLES,PINEAPPLE,,
